// ID-X-Y-Z-W

//Edgeville
spawn - 506	3079	3509	0	1	Edge General Store
spawn - 247	2713	9524	0	1	Red Dragon
spawn - 247	2706	9525	0	1	Red Dragon
spawn - 247	2703	9519	0	1	Red Dragon
spawn - 247	2709	9506	0	1	Red Dragon
//END BRIM
/*Kbd red spiders*/
spawn - 3021	3067	10255	0	1	Poisen Spiders	
spawn - 3021	3068	10258	0	1	Poisen Spiders
spawn - 3021	3069	10255	0	1	Poisen Spiders
//moss
spawn - 891	3164	9880	0	1	Moss Giant
spawn - 891	3164	9877	0	1	Moss Giant
spawn - 891	3156	9907	0	1	Moss Giant
spawn - 891	3160	9903	0	1	Moss Giant
spawn - 891	3158	9900	0	1	Moss Giant
/*Traverly Dungeon*/
spawn - 70	2884	9816	0	10	1	Skeleton TavDung
spawn - 70	2883	9814	0	10	1	Skeleton TavDung
spawn - 70	2884	9811	0	10	1	Skeleton TavDung
spawn - 70	2884	9823	0	10	1	Skeleton TavDung
spawn - 85	2898	9849	0	1	Ghost TavDung
spawn - 85	2903	9849	0	1	Ghost TavDung
spawn - 85	2908	9849	0	1	Ghost TavDung
spawn - 85	2919	9818	0	1	Ghost TavDung
spawn - 85	2924	9818	0	1	Ghost TavDung
spawn - 2878	2931	9850	0	1	ChaosDruid TavDung
spawn - 2878	2930	9848	0	1	ChaosDruid TavDung
spawn - 2878	2932	9846	0	1	ChaosDruid TavDung
spawn - 2878	2934	9846	0	1	ChaosDruid TavDung
spawn - 2878	2937	9848	0	1	ChaosDruid TavDung
spawn - 2878	2934	9849	0	1	ChaosDruid TavDung
spawn - 2878	2931	9844	0	1	ChaosDruid TavDung
spawn - 2878	2929	9845	0	1	ChaosDruid TavDung
spawn - 2834	2912	9837	0	1	GiantBat TavDung
spawn - 2834	2910	9841	0	1	GiantBat TavDung
spawn - 2834	2908	9828	0	1	GiantBat TavDung
spawn - 2834	2918	9829	0	1	GiantBat TavDung
spawn - 2834	2923	9831	0	1	GiantBat TavDung
spawn - 1545	2903	9693	0	1	BlackKnight TavDung
spawn - 1545	2907	9690	0	1	BlackKnight TavDung
spawn - 1545	2903	9693	0	1	BlackKnight TavDung
spawn - 1545	2911	9691	0	1	BlackKnight TavDung
spawn - 1545	2916	9694	0	1	BlackKnight TavDung
spawn - 1545	2918	9681	0	1	BlackKnight TavDung
spawn - 1545	2916	9693	0	1	BlackKnight TavDung
spawn - 1545	2900	9688	0	1	BlackKnight TavDung
spawn - 2844	2958	9781	0	1	MagicAxes TavDung
spawn - 2844	2958	9785	0	1	MagicAxes TavDung
spawn - 2844	2961	9779	0	1	MagicAxes TavDung
spawn - 2844	2964	9780	0	1	MagicAxes TavDung

spawn - 2006	2932	9809	0	1	Lessers TavDung
spawn - 2006	2929	9805	0	1	Lessers TavDung
spawn - 2006	2932	9779	0	1	Lessers TavDung
spawn - 2006	2936	9794	0	1	Lessers TavDung
spawn - 2006	2935	9789	0	1	Lessers TavDung
spawn - 291	2918	9758	0	1	ChaosDwarf TavDung
spawn - 291	2921	9758	0	1	ChaosDwarf TavDung
spawn - 291	2925	9761	0	1	ChaosDwarf TavDung
spawn - 291	2895	9769	0	1	ChaosDwarf TavDung
spawn - 291	2893	9771	0	1	ChaosDwarf TavDung
spawn - 291	2897	9767	0	1	ChaosDwarf TavDung
spawn - 268	2900	9801	0	1	BlueDrag TavDung
spawn - 268	2895	9797	0	1	BlueDrag TavDung
spawn - 268	2900	9801	0	1	BlueDrag TavDung
spawn - 1432	2862	9769	0	1	BlackDemon TavDung
spawn - 1432	2859	9781	0	1	BlackDemon TavDung
spawn - 1432	2870	9776	0	1	BlackDemon TavDung
spawn - 1432	2870	9772	0	1	BlackDemon TavDung
spawn - 252	2835	9824	0	1	BlackDragon TavDung
spawn - 252	2840	9825	0	1	BlackDragon TavDung
spawn - 135	2869	9836	0	1	HellHound TavDung
spawn - 135	2868	9840	0	1	HellHound TavDung
spawn - 135	2857	9836	0	1	HellHound TavDung
spawn - 135	2860	9837	0	1	HellHound TavDung
spawn - 135	2856	9841	0	1	HellHound TavDung
spawn - 135	2856	9848	0	1	HellHound TavDung
spawn - 135	2853	9833	0	1	HellHound TavDung

/*Edgeville dungeon*/
spawn - 2883	3129	9930	0	1	Thug
spawn - 2883	3132	9932	0	1	Thug
spawn - 2883	3125	9929	0	1	Thug
spawn - 2878	3117	9931	0	1	Chaos druid
spawn - 2878	3114	9930	0	1	Chaos druid
spawn - 2878	3112	9928	0	1	Chaos druid
spawn - 2878	3113	9926	0	1	Chaos druid
spawn - 2878	3110	9930	0	1	Chaos druid
spawn - 2878	3111	9934	0	1	Chaos druid
spawn - 2878	3111	9937	0	1	Chaos druid
spawn - 2878	3110	9941	0	1	Chaos druid
spawn - 2878	3106	9943	0	1	Chaos druid
spawn - 2878	3105	9941	0	1	Chaos druid
spawn - 2878	3105	9936	0	1	Chaos druid
spawn - 1432	3095	9957	0	1	Black Demon
spawn - 1432	3086	9959	0	1	Black Demon
spawn - 1432	3085	9954	0	1	Black Demon
spawn - 2840	3120	9971	0	1	Earth warior
spawn - 2840	3121	9974	0	1	Earth warior
spawn - 2840	3124	9974	0	1	Earth warior
spawn - 2840	3120	9979	0	1	Earth warior
spawn - 2840	3118	9989	0	1	Earth warior
spawn - 2840	3122	9988	0	1	Earth warior
spawn - 2840	3121	9992	0	1	Earth warior
spawn - 26	3140	9912	0	1	Zombie
spawn - 26	3142	9901	0	1	Zombie
spawn - 26	3148	9903	0	1	Zombie
spawn - 26	3140	9893	0	1	Zombie
spawn - 26	3145	9883	0	1	Zombie
spawn - 3049	3132	9874	0	1	Hobgoblin
spawn - 3049	3123	9875	0	1	Hobgoblin
spawn - 3049	3123	9880	0	1	Hobgoblin
spawn - 3049	3117	9870	0	1	Hobgoblin
spawn - 3049	3118	9868	0	1	Hobgoblin
spawn - 26	3128	9862	0	1	Zombie
spawn - 26	3125	9864	0	1	Zombie
spawn - 26	3117	9860	0	1	Zombie
spawn - 26	3117	9863	0	1	Zombie
spawn - 2840	3125	9993	0	1	Earth warior

//Lumbridge
spawn -	3078	3223	3208	0	1	Man	
spawn - 3078	3221	3223	0	1	Man
spawn - 505	3231	3203	0	1	Bob axe shop
spawn - 3077	3222	3222	0	1	Hans
spawn - 3078	3231	3207	0	1	Man
spawn - 3078	3231	3207	0	1	Man
spawn - 506	3212	3247	0	1	General store
spawn - 506	3212	3245	0	1	General store assistant
spawn - 2484	3226	3261	0	1	Goblin
spawn - 2484	3227	3264	0	1	Goblin
spawn -	2484	3229	3264	0	1	Goblin
spawn - 2484	3226	3270	0	1	Goblin
spawn - 2484	3242	3265	0	1	Goblin
spawn - 2484	3248	3261	0	1	Goblin
spawn - 2484	3248	3261	0	1	Goblin
spawn - 2484	3255	3252	0	1	Goblin
spawn - 2484	3260	3249	0	1	Goblin
spawn - 2484	3261	3243	0	1	Goblin
spawn - 2484	3262	3230	0	1	Goblin
spawn - 2484	3262	3220	0	1	Goblin
spawn - 2484	3263	3215	0	1	Goblin
spawn - 2484	3255	3223	0	1	Goblin
spawn - 2484	3252	3226	0	1	Goblin
spawn - 2484	3253	3229	0	1	Goblin
spawn - 2484	3251	3235	0	1	Goblin
spawn - 2484	3246	3235	0	1	Goblin
spawn - 2484	3247	3237	0	1	Goblin
spawn - 2484	3247	3241	0	1	Goblin
spawn - 2484	3244	3257	0	1
spawn - 2806	3254	3256	0	1	Lumbridge Cow
spawn - 2805	3260	3260	0	1	Lumbridge Cow
spawn - 2806	3255	3259	0	1	Lumbridge Cow
spawn - 2806	3263	3260	0	1	Lumbridge Cow
spawn - 2806	3259	3266	0	1	Lumbridge Cow
spawn - 2806	3262	3271	0	1	Lumbridge Cow
spawn - 2805	3257	3273	0	1	Lumbridge Cow
spawn - 2805	3255	3279	0	1	Lumbridge Cow
spawn - 2805	3257	3293	0	1	Lumbridge Cow
spawn - 2805	3253	3289	0	1	Lumbridge Cow
spawn - 2805	3248	3284	0	1	Lumbridge Cow
spawn - 2805	3243	3296	0	1	Lumbridge Cow
spawn - 2805	3244	3289	0	1	Lumbridge Cow
spawn - 2806	3263	3293	0	1	Lumbridge Cow
spawn - 2806	3263	3288	0	1	Lumbridge Cow
spawn - 2692	3230	3299	0	1	Lumbridge Chicken
spawn - 2692	3231	3298	0	1	Lumbridge Chicken
spawn - 2692	3229	3298	0	1	Lumbridge Chicken
spawn - 2692	3226	3296	0	1	Lumbridge Chicken
spawn - 2692	3233	3294	0	1	Lumbridge Chicken
spawn - 2692	3233	3300	0	1	Lumbridge Chicken
spawn - 2692	3227	3300	0	1	Lumbridge Chicken
spawn - 2692	3230	3296	0	1	Lumbridge Chicken
spawn - 2856	3192	3209	0	1	Lumbridge giant rat
spawn - 2856	3191	3208	0	1	Lumbridge giant rat
spawn - 2856	3192	3206	0	1	Lumbridge giant rat
spawn - 2856	3192	3208	0	1	Lumbridge giant rat
spawn - 2856	3191	3206	0	1	Lumbridge giant rat
spawn - 2856	3191	3210	0	1	Lumbridge giant rat

/*Alkharid*/
spawn - 3103	3288	3169	0	1	Alkharid warrior
spawn - 3103	3295	3170	0	1	Alkharid warrior
spawn - 3103	3297	3175	0	1	Alkharid warrior
spawn - 3103	3300	3171	0	1	Alkharid warrior
spawn - 3103	3302	3167	0	1	Alkharid warrior
spawn - 3103	3301	3164	0	1	Alkharid warrior
spawn - 3103	3295	3161	0	1	Alkharid warrior
spawn - 3103	3290	3161	0	1	Alkharid warrior
spawn - 3103	3286	3164	0	1	Alkharid warrior
spawn - 3103	3283	3161	0	1	Alkharid warrior
spawn - 3103	3273	3191	0	1	Alkharid warrior

/*Varrock*/

spawn - 2484	3119	3431	0	1	Goblin
spawn - 2484	3124	3437	0	1	Goblin
spawn - 2484	3131	3442	0	1	Goblin
spawn - 2484	3125	3454	0	1	Goblin
spawn - 2484	3134	3459	0	1	Goblin
spawn - 2484	3135	3425	0	1	Goblin
spawn - 2484	3116	3440	0	1	Goblin
spawn -	3010	3174	3427	0	1	Guard
spawn -	3010	3176	3430	0	1	Guard
spawn - 5037	3215	3424	0	1	Romeo
spawn - 687	3222	3396	0	1	Bartender
spawn -	3010	3271	3429	0	10	1	Guard
spawn -	3010	3270	3426	0	10	1	Guard
spawn - 2870	3223	3369	0	1	Dark wizard
spawn - 2870	3226	3367	0	1	Dark wizard 
spawn - 2870	3225	3365	0	1	Dark wizard 
spawn - 2870	3229	3367	0	1	Dark wizard
spawn - 2870	3231	3370	0	1	Dark wizard
spawn - 2870	3229	3372	0	1	Dark wizard 
spawn - 2870	3232	3372	0	1	Dark wizard 
spawn -	2870	3226	3373	0	1	Dark wizard


/*King black dragon*/
spawn -	6560	2271	4698	0	1	King Black Dragon
/*Wilderness npcs*/
spawn - 85	3277	3658	0	1	Ghost Wildly
spawn - 85	3278	3661	0	1	Ghost Wildly
spawn - 85	3273	3660	0	1	Ghost Wildly
spawn - 85	3273	3663	0	1	Ghost Wildly
spawn - 85	3272	3653	0	1	Ghost Wildly
spawn - 85	3275	3654	0	1	Ghost Wildly
spawn - 85	3293	3646	0	1	Ghost Wildly
spawn - 85	3290	3647	0	1	Ghost Wildly
spawn - 2098	3302	3652	0	1	HillGiant Wildly
spawn - 2098	3302	3648	0	1	HillGiant Wildly
spawn - 2098	3298	3650	0	1	HillGiant Wildly
spawn - 2098	2912	9733	0	1	HillGiant Tav
spawn - 2098	2910	9737	0	1	HillGiant Tav
spawn - 2098	2908	9732	0	1	HillGiant Tav
spawn - 2098	2903	9736	0	1	HillGiant Tav
spawn - 2098	2913	9730	0	1	HillGiant Tav
spawn - 264	3311	9809	0	1	GreenDragon Wildly
spawn - 264	3319	9806	0	1	GreenDragon Wildly
spawn - 259	3312	9844	0	1	GreenDragon Wildly
spawn - 259	3320	9833	0	1	GreenDragon Wildly
spawn - 264	3281	9800	0	1	GreenDragon Wildly
spawn - 264	3277	9810	0	1	GreenDragon Wildly
spawn - 264	3337	3673	0	1	GreenDragon Wildly
spawn - 264	3341	3678	0	1	GreenDragon Wildly
spawn - 264	3342	3694	0	1	GreenDragon Wildly
spawn - 264	3332	3674	0	1	GreenDragon Wildly
spawn - 264	3333	3686	0	1	GreenDragon Wildly
spawn - 264	3330	3682	0	1	GreenDragon Wildly
spawn - 70	3013	3593	0	1	Skeleton Wildly
spawn - 70	3020	3594	0	1	Skeleton Wildly
spawn - 70	3018	3588	0	1	Skeleton Wildly
spawn - 264	2973	3620	0	1	GreenDragon Wildly
spawn - 264	2983	3620	0	1	GreenDragon Wildly
spawn - 264	2979	3610	0	1	GreenDragon Wildly
spawn - 70	3155	3670	0	1	Zombie Wildly
spawn - 70	3161	3671	0	1	Zombie Wildly
spawn - 70	3171	3670	0	1	Zombie Wildly
spawn - 70	3174	3677	0	1	Zombie Wildly
spawn - 70	3164	3678	0	1	Zombie Wildly
spawn - 70	3152	3698	0	1	GreenDragon Wildly
spawn - 70	3103	3561	0	1	Skeleton Wildly
spawn - 70	3106	3557	0	1	Skeleton Wildly
spawn - 70	3099	3552	0	1	Skeleton Wildly
spawn - 70	3099	3542	0	1	Skeleton Wildly
spawn - 70	3106	3539	0	1	Skeleton Wildly
spawn - 70	3113	3537	0	1	Skeleton Wildly
spawn - 70	3108	3530	0	1	Skeleton Wildly
spawn - 70	3105	3549	0	1	Skeleton Wildly
spawn - 2006	3288	3886	0	1	Lessers Wildly
spawn - 2006	3291	3880	0	1	Lessers Wildly
spawn - 2006	3013	3852	0	1	Lessers Wildly
spawn - 2006	3012	3845	0	1	Lessers Wildly
spawn - 2841	2954	3888	0	1	IceWarrior Wildly
spawn - 2841	2949	3894	0	1	IceWarrior Wildly
spawn - 2841	2955	3897	0	1	IceWarrior Wildly
spawn - 2841	2960	3892	0	1	IceWarrior Wildly
spawn - 2841	2958	3888	0	1	IceWarrior Wildly
spawn - 2841	2954	3889	0	1	IceWarrior Wildly
spawn - 2834	3080	3951	0	1	GiantBat Wildly
spawn - 2834	3080	3955	0	1	GiantBat Wildly
spawn - 2834	3079	3950	0	1	GiantBat Wildly
spawn - 6619	2981	3844	0	1	Chaos Fanatic

//Stronhold slayer cave spawns
spawn - 493	2466	9809	0	1	Cave Kraken
spawn - 493	2476	9808	0	1	Cave Kraken
spawn - 493	2489	9809	0	1	Cave Kraken
spawn - 493	2495	9805	0	1	Cave Kraken
spawn - 493	2503	9807	0	1	Cave Kraken
spawn - 493	2507	9805	0	1	Cave Kraken
spawn - 493	2466	9820	0	1	Cave Kraken
spawn - 493	2479	9820	0	1	Cave Kraken
spawn - 493	2495	9821	0	1	Cave Kraken
spawn - 493	2503	9821	0	1	Cave Kraken
spawn - 484	2436	9794	0	1	Bloodveld
spawn - 484	2434	9791	0	1	Bloodveld
spawn - 484	2430	9789	0	1	Bloodveld
spawn - 484	2419	9786	0	1	Bloodveld
spawn - 484	2415	9786	0	1	Bloodveld
spawn - 484	2423	9778	0	1	Bloodveld
spawn - 484	2425	9775	0	1	Bloodveld
spawn - 135	2418	9773	0	1	Hellhound
spawn - 135	2412	9773	0	1	Hellhound
spawn - 135	2414	9779	0	1	Hellhound
spawn - 135	2415	9775	0	1	Hellhound
spawn - 135	2409	9780	0	1	Hellhound
spawn - 135	2402	9784	0	1	Hellhound
spawn - 135	2405	9782	0	1	Hellhound
spawn - 135	2407	9785	0	1	Hellhound
spawn - 6	2393	9780	0	1	Aberrant Spectre
spawn - 6	2395	9776	0	1	Aberrant Spectre
spawn - 6	2399	9776	0	1	Aberrant Spectre
spawn - 6	2404	9774	0	1	Aberrant Spectre
spawn - 6	2389	9768	0	1	Aberrant Spectre
spawn - 6	2386	9771	0	1	Aberrant Spectre
spawn - 6	2382	9773	0	1	Aberrant Spectre
spawn - 6	2385	9776	0	1	Aberrant Spectre
spawn - 6	2373	9775	0	1	Aberrant Spectre
spawn - 6	2372	9771	0	1	Aberrant Spectre
spawn - 6	2375	9770	0	1	Aberrant Spectre
spawn - 2514	2376	9758	0	1	Ankou
spawn - 2514	2377	9753	0	1	Ankou
spawn - 2514	2377	9750	0	1	Ankou
spawn - 2514	2374	9742	0	1	Ankou
spawn - 2514	2372	9743	0	1	Ankou
spawn - 2514	2373	9745	0	1	Ankou
spawn - 274	2312	9775	0	1	Steel Dragon
spawn - 274	2318	9777	0	1	Steel Dragon
spawn - 274	2324	9769	0	1	Steel Dragon
spawn - 274	2323	9765	0	1	Steel Dragon
spawn - 274	2318	9761	0	1	Steel Dragon
spawn - 273	2315	9753	0	1	Iron Dragon
spawn - 273	2317	9748	0	1	Iron Dragon
spawn - 273	2310	9743	0	1	Iron Dragon
spawn - 273	2309	9735	0	1	Iron Dragon
spawn - 273	2318	9735	0	1	Iron Dragon
spawn - 273	2326	9736	0	1	Iron Dragon
spawn - 270	2339	9734	0	1	Bronze Dragon
spawn - 270	2347	9733	0	1	Bronze Dragon
spawn - 270	2349	9742	0	1	Bronze Dragon
spawn - 252	2331	9747	0	1	Black Dragon
spawn - 252	2336	9750	0	1	Black Dragon
spawn - 252	2335	9754	0	1	Black Dragon
spawn - 252	2338	9760	0	1	Black Dragon
spawn - 2084	2352	9754	0	1	 Fire Giant
spawn - 2084	2350	9758	0	1	 Fire Giant
spawn - 2084	2354	9762	0	1	 Fire Giant
spawn - 2084	2354	9768	0	1	 Fire Giant
spawn - 2084	2351	9771	0	1	 Fire Giant
spawn - 2084	2354	9774	0	1	 Fire Giant
spawn - 2084	2349	9776	0	1	 Fire Giant
spawn - 2084	2344	9775	0	1	 Fire Giant
spawn - 2084	2342	9777	0	1	 Fire Giant
spawn - 2084	2336	9774	0	1	 Fire Giant
spawn - 2084	2331	9776	0	1	 Fire Giant
spawn - 2026	2358	9735	0	1	 Greater Demon
spawn - 2026	2359	9741	0	1	 Greater Demon
spawn - 2026	2364	9744	0	1	 Greater Demon
spawn - 2026	2364	9750	0	1	 Greater Demon
spawn - 2026	2365	9754	0	1	 Greater Demon
spawn - 2026	2361	9755	0	1	 Greater Demon
spawn - 2026	2365	9763	0	1	 Greater Demon
spawn - 2026	2363	9770	0	1	 Greater Demon
spawn - 2026	2362	9777	0	1	 Greater Demon
spawn - 2916	2388	9760	0	1	Waterfiend
spawn - 2916	2385	9758	0	1	Waterfiend
spawn - 2916	2384	9761	0	1	Waterfiend
spawn - 2916	2390	9751	0	1	Waterfiend
spawn - 2916	2390	9748	0	1	Waterfiend
spawn - 2916	2387	9745	0	1	Waterfiend
spawn - 2916	2385	9747	0	1	Waterfiend
spawn - 415	2393	9741	0	0	Abyssal demon
spawn - 415	2394	9739	0	0	Abyssal demon
spawn - 415	2403	9740	0	1	Abyssal demon
spawn - 415	2400	9742	0	1	Abyssal demon
spawn - 415	2405	9748	0	1	Abyssal demon
spawn - 415	2403	9750	0	1	Abyssal demon
spawn - 415	2406	9751	0	1	Abyssal demon
spawn - 415	2407	9753	0	1	Abyssal demon
spawn - 415	2419	9747	0	1	Abyssal demon
spawn - 415	2416	9748	0	1	Abyssal demon
spawn - 415	2416	9744	0	1	Abyssal demon
spawn - 1543	2419	9738	0	1	Gargoyle
spawn - 1543	2421	9736	0	1	Gargoyle
spawn - 1543	2424	9736	0	1	Gargoyle
spawn - 1543	2427	9735	0	1	Gargoyle
spawn - 1543	2427	9739	0	1	Gargoyle
spawn - 1543	2428	9744	0	1	Gargoyle
spawn - 11	2427	9752	0	1	Nechryael
spawn - 11	2425	9753	0	1	Nechryael
spawn - 11	2424	9756	0	1	Nechryael
spawn - 11	2422	9754	0	1	Nechryael
spawn - 11	2419	9756	0	1	Nechryael
spawn - 11	2409	9764	0	1	Nechryael
spawn - 11	2406	9766	0	1	Nechryael
spawn - 11	2407	9763	0	1	Nechryael
spawn - 498	3725	5811	0	1	Smoke Devil
spawn - 498	3726	5804	0	1	Smoke Devil
spawn - 498	3733	5804	0	1	Smoke Devil
spawn - 498	3742	5806	0	1	Smoke Devil
spawn - 498	3727	5799	0	1	Smoke Devil
spawn - 498	3728	5790	0	1	Smoke Devil
spawn - 498	3729	5778	0	1	Smoke Devil
spawn - 498	3739	5795	0	1	Smoke Devil
spawn - 498	3742	5787	0	1	Smoke Devil
spawn - 498	3737	5783	0	1	Smoke Devil
spawn - 498	3740	5776	0	1	Smoke Devil
spawn - 498	3749	5782	0	1	Smoke Devil
spawn - 498	3750	5797	0	1	Smoke Devil
spawn - 499	3663	5776	0	1	Thermonuclear smoke devil
spawn - 957	3751	5869	0	1	Kalphite Soldier
spawn - 957	3750	5873	0	1	Kalphite Soldier
spawn - 957	3754	5875	0	1	Kalphite Soldier
spawn - 957	3760	5876	0	1	Kalphite Soldier
spawn - 957	3759	5881	0	1	Kalphite Soldier
spawn - 957	3753	5882	0	1	Kalphite Soldier
spawn - 957	3748	5880	0	1	Kalphite Soldier
spawn - 957	3754	5833	0	1	Kalphite Soldier
spawn - 957	3760	5835	0	1	Kalphite Soldier
spawn - 957	3763	5830	0	1	Kalphite Soldier
spawn - 957	3767	5830	0	1	Kalphite Soldier
spawn - 957	3766	5838	0	1	Kalphite Soldier
spawn - 957	3759	5837	0	1	Kalphite Soldier
spawn - 955	3760	5854	0	1	Kalphite Workers
spawn - 955	3763	5846	0	1	Kalphite Workers
spawn - 955	3765	5861	0	1	Kalphite Workers
spawn - 955	3768	5861	0	1	Kalphite Workers
spawn - 955	3768	5850	0	1	Kalphite Workers
spawn - 959	3722	5846	0	1	Kalphite Guardian
spawn - 959	3727	5836	0	1	Kalphite Guardian
spawn - 959	3719	5833	0	1	Kalphite Guardian


//Asgarnian cave
spawn - 2871	2995	9545	0	1	Mugger
spawn - 2871	2997	9545	0	1	Mugger
spawn - 2871	2997	9547	0	1	Mugger
spawn - 2871	2995	9546	0	1	Mugger
spawn - 2871	2995	9548	0	1	Mugger
spawn - 2871	2997	9548	0	1	Mugger
spawn - 2882	2992	9583	0	1	Pirate
spawn - 2882	2989	9581	0	1	Pirate
spawn - 2882	2990	9577	0	1	Pirate
spawn - 2882	2994	9576	0	1	Pirate
spawn - 2882	2995	9578	0	1	Pirate
spawn - 2882	2997	9581	0	1	Pirate
spawn - 3049	3021	9577	0	1	Hobgoblin
spawn - 3049	3021	9582	0	1	Hobgoblin
spawn - 3049	3025	9577	0	1	Hobgoblin
spawn - 3049	3023	9590	0	1	Hobgoblin
spawn - 465	3066	9544	0	1	Skeletal Wyvern
spawn - 465	3062	9553	0	1	Skeletal Wyvern
spawn - 465	3049	9553	0	1	Skeletal Wyvern
spawn - 465	3052	9544	0	1	Skeletal Wyvern
spawn - 465	3043	9544	0	1	Skeletal Wyvern
spawn - 465	3035	9541	0	1	Skeletal Wyvern
spawn - 465	3030	9550	0	1	Skeletal Wyvern
spawn - 465	3034	9554	0	1	Skeletal Wyvern


//Dark Beasts
spawn - 4005	1995	4648	0	1	Dark Beast
spawn - 4005	1993	4652	0	1	Dark Beast
spawn - 4005	1991	4655	0	1	Dark Beast
spawn - 4005	1994	4659	0	1	Dark Beast
spawn - 4005	1990	4662	0	1	Dark Beast
spawn - 4005	1991	4647	0	1	Dark Beast
spawn - 4005	2000	4647	0	1	Dark Beast
spawn - 4005	2000	4642	0	1	Dark Beast


//Warriors Guild
spawn - 2463	2856	3551	2	2	Cyclops
spawn - 2463	2845	3446	2	2	
spawn - 2463	2844	3551	2	2	
spawn - 2463	2857	3546	2	2	
spawn - 2463	2858	3540	2	2	
spawn - 2463	2853	3540	2	2	
spawn - 2463	2871	3550	2	2	
spawn - 2463	2871	3542	2	2	
spawn - 2461	2846	3539	2	2
spawn - 2464	2863	3549	2	2	
spawn - 2464	2865	3543	2	2	
spawn - 2464	2848	3547	2	2
[ENDOFSPAWNLIST]
